Index,Variant,Area,Notes,Area_code,Period,g15_19,g20_24,g25_29,g30_34,g35_39,g40_44,g45_49
348,Estimates,Zimbabwe,c,716,2005-2010,297,773,576,282,117,44,13
349,Estimates,Middle Africa,,911,1950-1955,1307,1737,1377,938,484,311,172
350,Estimates,Middle Africa,,911,1955-1960,1449,1920,1530,1055,567,344,164
351,Estimates,Middle Africa,,911,1960-1965,1617,2169,1722,1205,671,384,155
352,Estimates,Middle Africa,,911,1965-1970,1768,2436,1953,1396,799,434,148
353,Estimates,Middle Africa,,911,1970-1975,1913,2733,2208,1624,963,491,145
354,Estimates,Middle Africa,,911,1975-1980,2138,3109,2514,1881,1176,555,148
355,Estimates,Middle Africa,,911,1980-1985,2457,3608,2935,2200,1426,629,162
356,Estimates,Middle Africa,,911,1985-1990,2796,4179,3419,2550,1661,766,180
357,Estimates,Middle Africa,,911,1990-1995,3193,4944,4060,2992,1913,896,205
358,Estimates,Middle Africa,,911,1995-2000,3603,5624,4703,3461,2111,968,228
359,Estimates,Middle Africa,,911,2000-2005,4068,6338,5296,3923,2287,969,251
360,Estimates,Middle Africa,,911,2005-2010,4515,7187,6032,4411,2473,914,283
361,Estimates,Angola,c,24,1950-1955,242,327,260,180,107,50,8
362,Estimates,Angola,c,24,1955-1960,267,361,286,198,117,55,9
363,Estimates,Angola,c,24,1960-1965,291,394,313,216,128,60,10
364,Estimates,Angola,c,24,1965-1970,327,415,330,229,135,63,11
365,Estimates,Angola,c,24,1970-1975,371,459,341,237,141,65,11
366,Estimates,Angola,c,24,1975-1980,429,547,397,258,153,72,12
367,Estimates,Angola,c,24,1980-1985,501,647,484,307,171,80,13
368,Estimates,Angola,c,24,1985-1990,573,748,567,370,201,88,15
369,Estimates,Angola,c,24,1990-1995,657,841,643,426,239,103,16
370,Estimates,Angola,c,24,1995-2000,738,967,745,479,262,112,17
371,Estimates,Angola,c,24,2000-2005,830,1132,883,535,282,117,18
372,Estimates,Angola,c,24,2005-2010,923,1317,1059,611,301,120,18
373,Estimates,Cameroon,c,120,1950-1955,192,263,218,152,92,49,16
374,Estimates,Cameroon,c,120,1955-1960,211,289,239,167,101,54,18
375,Estimates,Cameroon,c,120,1960-1965,244,332,274,191,116,62,21
376,Estimates,Cameroon,c,120,1965-1970,282,383,316,220,133,71,24
377,Estimates,Cameroon,c,120,1970-1975,327,440,362,251,151,81,27
378,Estimates,Cameroon,c,120,1975-1980,388,508,414,289,173,89,30
379,Estimates,Cameroon,c,120,1980-1985,471,614,487,339,200,97,31
380,Estimates,Cameroon,c,120,1985-1990,542,721,564,383,221,100,30
381,Estimates,Cameroon,c,120,1990-1995,595,809,638,428,235,98,29
382,Estimates,Cameroon,c,120,1995-2000,651,892,709,479,254,94,26
383,Estimates,Cameroon,c,120,2000-2005,714,1014,807,545,285,96,24
384,Estimates,Cameroon,c,120,2005-2010,702,1097,963,619,328,104,28
385,Estimates,Central African Republic,,140,1950-1955,53,77,63,45,26,13,7
386,Estimates,Central African Republic,,140,1955-1960,58,85,69,51,29,14,7
387,Estimates,Central African Republic,,140,1960-1965,63,93,76,57,32,16,8
388,Estimates,Central African Republic,,140,1965-1970,70,101,83,62,36,18,9
389,Estimates,Central African Republic,,140,1970-1975,81,110,87,66,38,19,10
390,Estimates,Central African Republic,,140,1975-1980,91,124,95,69,41,21,11
391,Estimates,Central African Republic,,140,1980-1985,101,143,112,78,46,24,14
392,Estimates,Central African Republic,,140,1985-1990,110,158,127,90,52,26,17
393,Estimates,Central African Republic,,140,1990-1995,116,168,135,97,58,28,19
394,Estimates,Central African Republic,,140,1995-2000,126,187,152,106,65,32,22
395,Estimates,Central African Republic,,140,2000-2005,129,199,164,113,68,33,25
396,Estimates,Central African Republic,,140,2005-2010,122,200,171,119,72,34,27
397,Estimates,Chad,c,148,1950-1955,119,154,136,105,66,24,4
398,Estimates,Chad,c,148,1955-1960,130,167,147,115,73,26,4
399,Estimates,Chad,c,148,1960-1965,143,182,159,124,79,28,5
400,Estimates,Chad,c,148,1965-1970,171,199,173,134,85,30,5
401,Estimates,Chad,c,148,1970-1975,209,244,193,149,94,34,6
402,Estimates,Chad,c,148,1975-1980,232,291,232,162,102,36,6
403,Estimates,Chad,c,148,1980-1985,256,322,274,195,109,38,7
404,Estimates,Chad,c,148,1985-1990,298,371,309,240,130,41,8
405,Estimates,Chad,c,148,1990-1995,359,453,358,276,155,49,9
406,Estimates,Chad,c,148,1995-2000,429,552,426,314,170,57,11
407,Estimates,Chad,c,148,2000-2005,505,662,514,366,187,61,13
408,Estimates,Chad,c,148,2005-2010,531,796,629,419,200,60,12
409,Estimates,Congo,c,178,1950-1955,28,45,42,33,21,9,2
410,Estimates,Congo,c,178,1955-1960,31,50,47,37,23,10,3
411,Estimates,Congo,c,178,1960-1965,36,57,54,42,27,12,3
412,Estimates,Congo,c,178,1965-1970,43,67,62,49,31,14,4
413,Estimates,Congo,c,178,1970-1975,51,78,71,55,35,15,4
414,Estimates,Congo,c,178,1975-1980,61,91,82,62,39,17,5
415,Estimates,Congo,c,178,1980-1985,69,103,91,68,42,18,5
416,Estimates,Congo,c,178,1985-1990,79,117,98,73,44,19,5
417,Estimates,Congo,c,178,1990-1995,90,133,108,80,48,20,5
418,Estimates,Congo,c,178,1995-2000,106,160,126,94,55,23,6
419,Estimates,Congo,c,178,2000-2005,120,185,144,110,63,26,6
420,Estimates,Congo,c,178,2005-2010,126,213,174,126,72,29,7
421,Estimates,Democratic Republic of the Congo,c,180,1950-1955,654,833,625,401,158,159,132
422,Estimates,Democratic Republic of the Congo,c,180,1955-1960,731,929,707,464,209,177,120
423,Estimates,Democratic Republic of the Congo,c,180,1960-1965,817,1068,809,549,272,198,106
424,Estimates,Democratic Republic of the Congo,c,180,1965-1970,847,1225,949,676,360,228,93
425,Estimates,Democratic Republic of the Congo,c,180,1970-1975,842,1353,1114,838,484,266,83
426,Estimates,Democratic Republic of the Congo,c,180,1975-1980,901,1494,1257,1015,648,309,81
427,Estimates,Democratic Republic of the Congo,c,180,1980-1985,1015,1711,1437,1184,839,361,88
428,Estimates,Democratic Republic of the Congo,c,180,1985-1990,1144,1981,1691,1357,990,481,102
429,Estimates,Democratic Republic of the Congo,c,180,1990-1995,1325,2453,2104,1642,1152,587,124
430,Estimates,Democratic Republic of the Congo,c,180,1995-2000,1497,2777,2470,1940,1274,636,142
431,Estimates,Democratic Republic of the Congo,c,180,2000-2005,1706,3044,2704,2204,1366,619,160
432,Estimates,Democratic Republic of the Congo,c,180,2005-2010,2043,3441,2943,2465,1466,551,185
433,Estimates,Equatorial Guinea,c,226,1950-1955,7,13,11,7,5,3,1
434,Estimates,Equatorial Guinea,c,226,1955-1960,7,13,12,7,6,4,1
435,Estimates,Equatorial Guinea,c,226,1960-1965,7,14,12,7,6,4,2
436,Estimates,Equatorial Guinea,c,226,1965-1970,9,15,13,8,7,4,2
437,Estimates,Equatorial Guinea,c,226,1970-1975,9,13,10,6,5,4,2
438,Estimates,Equatorial Guinea,c,226,1975-1980,9,12,6,3,3,3,1
439,Estimates,Equatorial Guinea,c,226,1980-1985,11,20,13,5,3,2,1
440,Estimates,Equatorial Guinea,c,226,1985-1990,12,26,23,11,6,3,1
441,Estimates,Equatorial Guinea,c,226,1990-1995,10,25,26,15,10,4,1
442,Estimates,Equatorial Guinea,c,226,1995-2000,12,22,25,17,14,7,2
443,Estimates,Equatorial Guinea,c,226,2000-2005,17,25,22,16,15,9,3
444,Estimates,Equatorial Guinea,c,226,2005-2010,21,35,26,14,14,9,4
445,Estimates,Gabon,c,266,1950-1955,12,20,16,12,8,4,1
446,Estimates,Gabon,c,266,1955-1960,13,21,17,13,8,4,1
447,Estimates,Gabon,c,266,1960-1965,14,24,20,15,9,5,1
448,Estimates,Gabon,c,266,1965-1970,17,27,23,17,11,6,1
449,Estimates,Gabon,c,266,1970-1975,19,30,25,19,13,7,2
450,Estimates,Gabon,c,266,1975-1980,24,35,27,20,13,7,2
451,Estimates,Gabon,c,266,1980-1985,30,42,31,22,14,7,2
452,Estimates,Gabon,c,266,1985-1990,35,50,35,23,14,7,2
453,Estimates,Gabon,c,266,1990-1995,38,56,40,25,15,7,2
454,Estimates,Gabon,c,266,1995-2000,41,60,44,28,16,7,2
455,Estimates,Gabon,c,266,2000-2005,43,68,50,30,17,8,2
456,Estimates,Gabon,c,266,2005-2010,44,78,58,33,18,8,2
457,Estimates,Sao Tome and Principe,c,678,1950-1955,1,4,5,3,1,0,0
458,Estimates,Sao Tome and Principe,c,678,1955-1960,1,4,5,3,1,0,0
459,Estimates,Sao Tome and Principe,c,678,1960-1965,1,5,5,3,1,0,0
460,Estimates,Sao Tome and Principe,c,678,1965-1970,2,5,4,2,1,0,0
461,Estimates,Sao Tome and Principe,c,678,1970-1975,3,5,4,2,1,0,0
462,Estimates,Sao Tome and Principe,c,678,1975-1980,3,6,5,2,1,0,0
463,Estimates,Sao Tome and Principe,c,678,1980-1985,4,6,5,3,2,0,0
464,Estimates,Sao Tome and Principe,c,678,1985-1990,4,7,6,3,2,0,0
465,Estimates,Sao Tome and Principe,c,678,1990-1995,4,7,6,4,2,0,0
466,Estimates,Sao Tome and Principe,c,678,1995-2000,4,7,7,4,2,0,0
467,Estimates,Sao Tome and Principe,c,678,2000-2005,4,9,8,4,2,0,0
468,Estimates,Sao Tome and Principe,c,678,2005-2010,4,10,10,5,2,0,0
469,Estimates,Northern Africa,,912,1950-1955,1749,3715,3456,2391,1376,545,132
470,Estimates,Northern Africa,,912,1955-1960,1876,4015,3912,2806,1592,607,144
471,Estimates,Northern Africa,,912,1960-1965,2131,4243,4201,3168,1860,703,160
472,Estimates,Northern Africa,,912,1965-1970,2495,4560,4267,3308,2061,800,182
473,Estimates,Northern Africa,,912,1970-1975,2762,5116,4440,3286,2177,873,211
474,Estimates,Northern Africa,,912,1975-1980,2926,5774,5146,3530,2215,949,216
475,Estimates,Northern Africa,,912,1980-1985,2705,6247,5962,4101,2322,924,225
476,Estimates,Northern Africa,,912,1985-1990,2221,6026,6291,4586,2549,954,264
477,Estimates,Northern Africa,,912,1990-1995,2348,5686,5927,4503,2580,949,201
478,Estimates,Northern Africa,,912,1995-2000,2264,5672,5757,4268,2449,867,209
479,Estimates,Northern Africa,,912,2000-2005,2304,5968,5951,4232,2366,849,213
480,Estimates,Northern Africa,,912,2005-2010,2234,6312,6944,4824,2670,940,206
481,Estimates,Algeria,c,12,1950-1955,297,705,569,417,284,155,40
482,Estimates,Algeria,c,12,1955-1960,317,767,653,457,298,162,44
483,Estimates,Algeria,c,12,1960-1965,332,802,724,535,331,172,46
484,Estimates,Algeria,c,12,1965-1970,391,798,766,621,415,192,47
485,Estimates,Algeria,c,12,1970-1975,451,987,798,663,486,225,50
486,Estimates,Algeria,c,12,1975-1980,467,1159,999,702,515,228,34
487,Estimates,Algeria,c,12,1980-1985,298,1211,1330,870,483,217,40
488,Estimates,Algeria,c,12,1985-1990,220,1059,1224,1028,604,199,35
489,Estimates,Algeria,c,12,1990-1995,188,925,1078,917,634,221,33
490,Estimates,Algeria,c,12,1995-2000,134,723,918,775,510,201,32
491,Estimates,Algeria,c,12,2000-2005,95,651,933,778,492,191,33
492,Estimates,Algeria,c,12,2005-2010,92,780,1221,1048,727,254,30
493,Estimates,Egypt,c,818,1950-1955,810,1588,1553,1054,610,187,23
494,Estimates,Egypt,c,818,1955-1960,861,1694,1712,1197,696,213,27
495,Estimates,Egypt,c,818,1960-1965,1011,1769,1794,1296,777,239,30
496,Estimates,Egypt,c,818,1965-1970,1139,1992,1793,1300,806,256,32
497,Estimates,Egypt,c,818,1970-1975,1206,2107,1891,1255,792,260,34
498,Estimates,Egypt,c,818,1975-1980,1360,2277,2030,1378,810,271,36
499,Estimates,Egypt,c,818,1980-1985,1364,2607,2102,1484,875,285,38
500,Estimates,Egypt,c,818,1985-1990,1047,2654,2546,1593,844,296,87
501,Estimates,Egypt,c,818,1990-1995,1089,2407,2250,1522,756,230,28
502,Estimates,Egypt,c,818,1995-2000,981,2579,2242,1407,720,196,37
503,Estimates,Egypt,c,818,2000-2005,985,2818,2368,1338,663,185,26
504,Estimates,Egypt,c,818,2005-2010,926,3080,2872,1490,627,170,18
505,Estimates,Libya,c,434,1950-1955,7,67,101,63,35,16,4
506,Estimates,Libya,c,434,1955-1960,8,76,114,75,42,19,4
507,Estimates,Libya,c,434,1960-1965,8,85,129,88,55,25,5
508,Estimates,Libya,c,434,1965-1970,8,91,142,106,72,31,6
509,Estimates,Libya,c,434,1970-1975,9,103,154,125,88,38,8
510,Estimates,Libya,c,434,1975-1980,12,115,178,144,105,45,10
511,Estimates,Libya,c,434,1980-1985,12,108,194,169,113,53,12
512,Estimates,Libya,c,434,1985-1990,11,99,183,167,106,51,11
513,Estimates,Libya,c,434,1990-1995,11,94,169,170,99,47,6
514,Estimates,Libya,c,434,1995-2000,7,71,163,176,104,37,6
515,Estimates,Libya,c,434,2000-2005,6,69,179,201,116,36,5
516,Estimates,Libya,c,434,2005-2010,4,63,192,229,129,35,4
517,Estimates,Morocco,c,504,1950-1955,369,754,638,415,192,94,38
518,Estimates,Morocco,c,504,1955-1960,392,812,753,567,267,108,39
519,Estimates,Morocco,c,504,1960-1965,431,843,791,655,358,148,44
520,Estimates,Morocco,c,504,1965-1970,539,842,750,632,382,184,56
521,Estimates,Morocco,c,504,1970-1975,606,945,713,566,396,198,73
522,Estimates,Morocco,c,504,1975-1980,588,1089,854,532,357,196,79
523,Estimates,Morocco,c,504,1980-1985,502,1127,1046,676,345,185,69
524,Estimates,Morocco,c,504,1985-1990,387,963,1019,756,411,162,66
525,Estimates,Morocco,c,504,1990-1995,363,847,943,778,456,181,49
526,Estimates,Morocco,c,504,1995-2000,342,777,834,689,441,169,45
527,Estimates,Morocco,c,504,2000-2005,275,713,773,658,426,180,48
528,Estimates,Morocco,c,504,2005-2010,259,697,803,652,428,203,68
529,Estimates,Sudan,c,729,1950-1955,223,385,336,252,159,57,19
530,Estimates,Sudan,c,729,1955-1960,255,438,381,288,182,65,21
531,Estimates,Sudan,c,729,1960-1965,301,509,442,332,211,75,25
532,Estimates,Sudan,c,729,1965-1970,360,603,515,386,245,88,29
533,Estimates,Sudan,c,729,1970-1975,428,717,605,447,282,101,33
534,Estimates,Sudan,c,729,1975-1980,431,829,750,545,301,154,42
535,Estimates,Sudan,c,729,1980-1985,460,879,918,644,387,136,53
536,Estimates,Sudan,c,729,1985-1990,503,954,967,764,451,209,54
537,Estimates,Sudan,c,729,1990-1995,653,1177,1136,856,496,230,79
538,Estimates,Sudan,c,729,1995-2000,777,1350,1318,969,543,230,86
539,Estimates,Sudan,c,729,2000-2005,925,1563,1428,1010,527,221,98
540,Estimates,Sudan,c,729,2005-2010,935,1546,1553,1122,598,233,82
541,Estimates,Tunisia,c,788,1950-1955,43,214,257,188,97,36,8
542,Estimates,Tunisia,c,788,1955-1960,43,227,296,221,106,39,10
543,Estimates,Tunisia,c,788,1960-1965,47,231,319,260,127,44,11
544,Estimates,Tunisia,c,788,1965-1970,55,230,297,259,139,49,11
545,Estimates,Tunisia,c,788,1970-1975,60,254,274,226,131,51,12
546,Estimates,Tunisia,c,788,1975-1980,66,298,330,226,124,52,14
547,Estimates,Tunisia,c,788,1980-1985,64,306,362,252,115,46,13
548,Estimates,Tunisia,c,788,1985-1990,48,289,342,270,129,37,11
549,Estimates,Tunisia,c,788,1990-1995,40,228,342,253,134,39,5
550,Estimates,Tunisia,c,788,1995-2000,21,165,273,244,126,33,3
551,Estimates,Tunisia,c,788,2000-2005,17,146,258,237,135,35,3
552,Estimates,Tunisia,c,788,2005-2010,14,135,289,271,153,40,3
553,Estimates,Western Sahara,c,732,1950-1955,1,1,1,1,0,0,0
554,Estimates,Western Sahara,c,732,1955-1960,1,2,2,1,0,0,0
555,Estimates,Western Sahara,c,732,1960-1965,1,3,3,2,1,0,0
556,Estimates,Western Sahara,c,732,1965-1970,2,5,4,3,1,1,0
557,Estimates,Western Sahara,c,732,1970-1975,2,5,4,3,2,1,0
558,Estimates,Western Sahara,c,732,1975-1980,3,7,6,4,3,1,0
559,Estimates,Western Sahara,c,732,1980-1985,4,9,9,7,4,2,0
560,Estimates,Western Sahara,c,732,1985-1990,3,8,9,8,4,2,0
561,Estimates,Western Sahara,c,732,1990-1995,3,8,10,8,5,2,0
562,Estimates,Western Sahara,c,732,1995-2000,3,8,9,8,5,2,0
563,Estimates,Western Sahara,c,732,2000-2005,3,9,12,10,6,3,1
564,Estimates,Western Sahara,c,732,2005-2010,3,10,14,13,8,3,1
565,Estimates,Southern Africa,,913,1950-1955,291,916,877,666,466,279,129
566,Estimates,Southern Africa,,913,1955-1960,325,1023,964,703,497,300,140
567,Estimates,Southern Africa,,913,1960-1965,364,1142,1078,775,527,321,151
568,Estimates,Southern Africa,,913,1965-1970,409,1224,1154,832,557,326,154
569,Estimates,Southern Africa,,913,1970-1975,584,1416,1271,917,598,327,140
570,Estimates,Southern Africa,,913,1975-1980,735,1569,1382,967,613,317,124
571,Estimates,Southern Africa,,913,1980-1985,898,1666,1502,1049,624,301,108
572,Estimates,Southern Africa,,913,1985-1990,1043,1716,1520,1105,640,273,86
573,Estimates,Southern Africa,,913,1990-1995,1104,1712,1498,1090,641,253,60
574,Estimates,Southern Africa,,913,1995-2000,1091,1742,1507,1040,640,248,68
575,Estimates,Southern Africa,,913,2000-2005,1042,1886,1598,1039,613,238,68
576,Estimates,Southern Africa,,913,2005-2010,909,1985,1774,1033,543,195,56
577,Estimates,Botswana,c,72,1950-1955,19,27,23,18,9,6,2
578,Estimates,Botswana,c,72,1955-1960,20,31,25,21,12,6,2
579,Estimates,Botswana,c,72,1960-1965,21,33,29,23,14,8,2
580,Estimates,Botswana,c,72,1965-1970,27,36,32,26,15,9,3
581,Estimates,Botswana,c,72,1970-1975,34,45,34,29,17,10,3
582,Estimates,Botswana,c,72,1975-1980,38,56,43,31,19,12,4
583,Estimates,Botswana,c,72,1980-1985,42,61,53,38,20,13,4
584,Estimates,Botswana,c,72,1985-1990,43,62,53,42,25,10,3
585,Estimates,Botswana,c,72,1990-1995,36,61,56,43,30,12,2
586,Estimates,Botswana,c,72,1995-2000,36,64,57,42,28,13,2
587,Estimates,Botswana,c,72,2000-2005,33,66,60,41,25,11,1
588,Estimates,Botswana,c,72,2005-2010,29,67,69,44,22,8,1
589,Estimates,Lesotho,c,426,1950-1955,16,45,39,28,20,10,3
590,Estimates,Lesotho,c,426,1955-1960,18,49,41,30,21,10,3
591,Estimates,Lesotho,c,426,1960-1965,20,55,45,32,23,11,3
592,Estimates,Lesotho,c,426,1965-1970,22,62,49,35,24,12,4
593,Estimates,Lesotho,c,426,1970-1975,25,69,58,38,26,13,4
594,Estimates,Lesotho,c,426,1975-1980,27,76,64,44,29,13,4
595,Estimates,Lesotho,c,426,1980-1985,30,83,69,48,30,12,4
596,Estimates,Lesotho,c,426,1985-1990,32,85,68,48,31,13,4
597,Estimates,Lesotho,c,426,1990-1995,39,86,66,47,31,14,3
598,Estimates,Lesotho,c,426,1995-2000,47,93,66,47,29,14,2
599,Estimates,Lesotho,c,426,2000-2005,49,93,63,38,25,11,2
600,Estimates,Lesotho,c,426,2005-2010,53,93,68,35,19,8,2
601,Estimates,Namibia,c,516,1950-1955,15,26,25,20,15,7,3
602,Estimates,Namibia,c,516,1955-1960,17,28,27,22,17,7,3
603,Estimates,Namibia,c,516,1960-1965,20,32,29,24,19,8,4
604,Estimates,Namibia,c,516,1965-1970,24,38,33,26,20,9,4
605,Estimates,Namibia,c,516,1970-1975,30,47,41,31,22,11,5
606,Estimates,Namibia,c,516,1975-1980,34,54,47,34,25,11,5
607,Estimates,Namibia,c,516,1980-1985,37,57,49,37,26,11,5
608,Estimates,Namibia,c,516,1985-1990,41,65,57,42,29,12,5
609,Estimates,Namibia,c,516,1990-1995,44,72,65,48,33,14,6
610,Estimates,Namibia,c,516,1995-2000,43,74,68,52,36,15,6
611,Estimates,Namibia,c,516,2000-2005,44,79,69,54,36,13,4
612,Estimates,Namibia,c,516,2005-2010,45,83,67,53,34,11,2
613,Estimates,South Africa,c,710,1950-1955,232,800,774,587,413,253,118
614,Estimates,South Africa,c,710,1955-1960,259,894,852,617,438,271,129
615,Estimates,South Africa,c,710,1960-1965,289,999,955,682,463,289,139
616,Estimates,South Africa,c,710,1965-1970,318,1061,1016,728,487,290,141
617,Estimates,South Africa,c,710,1970-1975,476,1221,1112,800,520,288,125
618,Estimates,South Africa,c,710,1975-1980,613,1345,1196,836,527,275,109
619,Estimates,South Africa,c,710,1980-1985,763,1420,1295,901,533,259,92
620,Estimates,South Africa,c,710,1985-1990,894,1451,1300,945,537,231,71
621,Estimates,South Africa,c,710,1990-1995,953,1439,1270,923,530,206,48
622,Estimates,South Africa,c,710,1995-2000,931,1460,1278,872,531,200,56
623,Estimates,South Africa,c,710,2000-2005,880,1594,1369,881,513,198,58
624,Estimates,South Africa,c,710,2005-2010,750,1679,1527,875,456,164,50
625,Estimates,Swaziland,c,748,1950-1955,9,18,16,12,8,4,2
626,Estimates,Swaziland,c,748,1955-1960,11,21,18,14,9,5,2
627,Estimates,Swaziland,c,748,1960-1965,13,23,20,15,10,5,2
628,Estimates,Swaziland,c,748,1965-1970,17,28,23,17,11,5,2
629,Estimates,Swaziland,c,748,1970-1975,20,34,27,19,12,6,2
630,Estimates,Swaziland,c,748,1975-1980,23,38,32,21,13,6,2
631,Estimates,Swaziland,c,748,1980-1985,27,44,36,25,15,6,2
632,Estimates,Swaziland,c,748,1985-1990,31,52,42,29,17,7,3
633,Estimates,Swaziland,c,748,1990-1995,32,53,42,29,17,7,2
634,Estimates,Swaziland,c,748,1995-2000,33,51,38,27,16,6,2
635,Estimates,Swaziland,c,748,2000-2005,35,54,36,26,15,5,2
636,Estimates,Swaziland,c,748,2005-2010,33,62,42,25,13,4,2
637,Estimates,Western Africa,,914,1950-1955,3179,4466,3753,2891,1822,857,305
638,Estimates,Western Africa,,914,1955-1960,3504,4917,4115,3181,2044,980,345
639,Estimates,Western Africa,,914,1960-1965,3826,5478,4587,3528,2288,1128,394
640,Estimates,Western Africa,,914,1965-1970,4136,6060,5177,3928,2558,1301,451
641,Estimates,Western Africa,,914,1970-1975,4728,6805,5917,4477,2931,1532,544
642,Estimates,Western Africa,,914,1975-1980,5456,7708,6641,5038,3343,1763,644
643,Estimates,Western Africa,,914,1980-1985,6065,8728,7516,5614,3739,1971,698
644,Estimates,Western Africa,,914,1985-1990,6654,9707,8477,6290,4060,2098,719
645,Estimates,Western Africa,,914,1990-1995,7305,10797,9531,7153,4429,2191,695
646,Estimates,Western Africa,,914,1995-2000,8033,12184,10919,8068,4868,2294,687
647,Estimates,Western Africa,,914,2000-2005,8629,13610,12586,9210,5424,2464,759
648,Estimates,Western Africa,,914,2005-2010,9198,15038,14250,10528,6207,2657,958
